old_player_id,new_player_id,old_club_id,old_league_id,player_name
player_marco_asensio,11_36,club_aston_villa,00_1,Marco Asensio
player_ian_maatsen,11_37,club_aston_villa,00_1,Ian Maatsen
player_ross_barkley,11_38,club_aston_villa,00_1,Ross Barkley
player_tyrone_mings,11_39,club_aston_villa,00_1,Tyrone Mings
player_samuel_cook_102,11_40,club_bournemouth,00_1,Cook
player_joshua_kelly_347,11_41,club_bournemouth,00_1,Joshua
player_julian_ginter_199,11_42,club_bournemouth,00_1,Julian
player_leon_richardson_914,11_43,club_bournemouth,00_1,Richardson
player_alvaro_hernandez_766,11_44,club_bournemouth,00_1,Hernandez
player_henry_cook_113,11_45,club_bournemouth,00_1,Cook
player_charlie_clark_343,11_46,club_bournemouth,00_1,Clark
player_kyle_smith_596,11_47,club_bournemouth,00_1,Smith
player_koke_ramos_983,11_48,club_bournemouth,00_1,Ramos
player_joe_kelly_346,11_49,club_bournemouth,00_1,Kelly
player_louis_patel_377,11_50,club_bournemouth,00_1,Louis
player_ethan_lewis_107,11_51,club_bournemouth,00_1,Lewis
player_george_scott_755,11_52,club_bournemouth,00_1,Scott
player_julian_ginter_945,11_53,club_bournemouth,00_1,Ginter
player_jenson_parker_707,11_54,club_bournemouth,00_1,Jenson
player_koke_hernandez_800,11_55,club_bournemouth,00_1,Hernandez
player_kyle_lewis_481,11_56,club_bournemouth,00_1,Lewis
player_oscar_thomas_514,11_57,club_bournemouth,00_1,Thomas
player_nicolas_martinez_535,11_58,club_bournemouth,00_1,Martinez
player_richarlison_coutinho_489,11_59,club_bournemouth,00_1,Coutinho
player_david_hall_915,11_60,club_bournemouth,00_1,Hall
player_jake_smith_272,11_61,club_bournemouth,00_1,Smith
player_tyler_edwards_818,11_62,club_bournemouth,00_1,Edwards
player_harrison_scott_222,11_63,club_bournemouth,00_1,Harrison
player_alfie_robinson_163,11_64,club_bournemouth,00_1,Robinson
player_mason_turner_480,11_65,club_bournemouth,00_1,Turner
player_thomas_hall_283,11_66,club_bournemouth,00_1,Hall
player_thomas_allen_494,11_67,club_bournemouth,00_1,Allen
player_kyle_morris_230,11_68,club_brentford,00_1,Kyle
player_teddy_edwards_353,11_69,club_brentford,00_1,Teddy
player_louis_phillips_348,11_70,club_brentford,00_1,Louis
player_leandro_de paul_942,11_71,club_brentford,00_1,De Paul
player_william_brown_867,11_72,club_brentford,00_1,Brown
player_luke_brown_165,11_73,club_brentford,00_1,Brown
player_tyler_cooper_430,11_74,club_brentford,00_1,Tyler
player_isaac_watson_699,11_75,club_brentford,00_1,Watson
player_harry_collins_967,11_76,club_brentford,00_1,Harry
player_edward_jones_767,11_77,club_brentford,00_1,Edward
player_leon_harrison_105,11_78,club_brentford,00_1,Leon
player_olivier_kounde_711,11_79,club_brentford,00_1,Kounde
player_joe_evans_346,11_80,club_brentford,00_1,Joe
player_theo_giroud_541,11_81,club_brentford,00_1,Giroud
player_ederson_firmino_860,11_82,club_brentford,00_1,Firmino
player_bruno_junior_388,11_83,club_brentford,00_1,Junior
player_louis_hughes_388,11_84,club_brentford,00_1,Hughes
player_elliot_bennett_795,11_85,club_brentford,00_1,Bennett
player_mohammed_wright_909,11_86,club_brentford,00_1,Mohammed
player_manuel_muller_831,11_87,club_brentford,00_1,Muller
player_antonio_rudiger_640,11_88,club_brentford,00_1,Rudiger
player_alfie_thompson_405,11_89,club_brentford,00_1,Thompson
player_benjamin_jackson_537,11_90,club_brentford,00_1,Jackson
player_harry_wood_761,11_91,club_brentford,00_1,Wood
player_luke_wood_202,11_92,club_brentford,00_1,Luke
player_isaac_jackson_914,11_93,club_brentford,00_1,Jackson
player_tyler_phillips_730,11_94,club_brentford,00_1,Phillips
player_daniel_king_340,11_95,club_brentford,00_1,King
player_bart_verbruggen,11_96,club_brighton,00_1,Verbruggen
player_jason_steele,11_97,club_brighton,00_1,Steele
player_lewis_dunk,11_98,club_brighton,00_1,Dunk
player_adam_webster,11_99,club_brighton,00_1,Webster
player_igor_julio,11_100,club_brighton,00_1,Igor Julio
player_jan_paul_van_hecke,11_101,club_brighton,00_1,van Hecke
player_pervis_estupinan,11_102,club_brighton,00_1,Estupiñán
player_joel_veltman,11_103,club_brighton,00_1,Veltman
player_carlos_baleba,11_104,club_brighton,00_1,Baleba
player_mats_wieffer,11_105,club_brighton,00_1,Wieffer
player_matt_oriley,11_106,club_brighton,00_1,O'Riley
player_jack_hinshelwood,11_107,club_brighton,00_1,Hinshelwood
player_kaoru_mitoma,11_108,club_brighton,00_1,Mitoma
player_simon_adingra,11_109,club_brighton,00_1,Adingra
player_solly_march,11_110,club_brighton,00_1,March
player_yankuba_minteh,11_111,club_brighton,00_1,Minteh
player_brajan_gruda,11_112,club_brighton,00_1,Gruda
player_joao_pedro,11_113,club_brighton,00_1,João Pedro
player_evan_ferguson,11_114,club_brighton,00_1,Ferguson
player_julio_enciso,11_115,club_brighton,00_1,Enciso
player_danny_welbeck,11_116,club_brighton,00_1,Welbeck
player_yasin_ayari,11_117,club_brighton,00_1,Ayari
player_ferdi_kadioglu,11_118,club_brighton,00_1,Kadıoğlu
player_eiran_cashin,11_119,club_brighton,00_1,Cashin
player_carl_rushworth,11_120,club_brighton,00_1,Rushworth
player_facundo_buonanotte,11_121,club_brighton,00_1,Buonanotte
player_diego_gomez,11_122,club_brighton,00_1,Diego Gómez
player_jeremy_sarmiento,11_123,club_brighton,00_1,Sarmiento
player_georginio_rutter,11_124,club_brighton,00_1,Rutter
player_robert_sanchez,11_125,club_chelsea,00_1,Sánchez
player_reece_james,11_126,club_chelsea,00_1,James
player_levi_colwill,11_127,club_chelsea,00_1,Colwill
player_benoit_badiashile,11_128,club_chelsea,00_1,Badiashile
player_marc_cucurella,11_129,club_chelsea,00_1,Cucurella
player_moises_caicedo,11_130,club_chelsea,00_1,Caicedo
player_romeo_lavia,11_131,club_chelsea,00_1,Lavia
player_cole_palmer,11_132,club_chelsea,00_1,Palmer
player_christopher_nkunku,11_133,club_chelsea,00_1,Nkunku
player_nicolas_jackson,11_134,club_chelsea,00_1,Jackson
player_mykhaylo_mudryk,11_135,club_chelsea,00_1,Mudryk
player_noni_madueke,11_136,club_chelsea,00_1,Madueke
player_malo_gusto,11_137,club_chelsea,00_1,Gusto
player_trevoh_chalobah,11_138,club_chelsea,00_1,Chalobah
player_lesley_ugochukwu,11_139,club_chelsea,00_1,Ugochukwu
player_malang_sarr,11_140,club_chelsea,00_1,Sarr
player_wesley_fofana,11_141,club_chelsea,00_1,Fofana
player_carney_chukwuemeka,11_142,club_chelsea,00_1,Chukwuemeka
player_ben_chilwell,11_143,club_chelsea,00_1,Chilwell
player_axel_disasi,11_144,club_chelsea,00_1,Disasi
player_tosin_adarabioyo,11_145,club_chelsea,00_1,Adarabioyo
player_armando_broja,11_146,club_chelsea,00_1,Broja
player_djordje_petrovic,11_147,club_chelsea,00_1,Petrović
player_raheem_sterling,11_148,club_chelsea,00_1,Sterling
player_conor_gallagher,11_149,club_chelsea,00_1,Gallagher
player_madis_hume,11_150,club_chelsea,00_1,Hall
player_andrey_santos,11_151,club_chelsea,00_1,Santos
player_marcus_bettinelli,11_152,club_chelsea,00_1,Bettinelli
player_theo_murphy_813,11_153,club_crystal_palace,00_1,Theo
player_callum_bell_285,11_154,club_crystal_palace,00_1,Bell
player_daniel_king_642,11_155,club_crystal_palace,00_1,King
player_alexander_evans_424,11_156,club_crystal_palace,00_1,Evans
player_harry_watson_957,11_157,club_crystal_palace,00_1,Watson
player_max_wood_679,11_158,club_crystal_palace,00_1,Max
player_archie_harris_116,11_159,club_crystal_palace,00_1,Harris
player_elliot_wright_186,11_160,club_crystal_palace,00_1,Wright
player_mason_robinson_664,11_161,club_crystal_palace,00_1,Robinson
player_michael_lewis_968,11_162,club_crystal_palace,00_1,Lewis
player_george_watson_407,11_163,club_crystal_palace,00_1,George
player_jordi_casillas_844,11_164,club_crystal_palace,00_1,Casillas
player_john_morris_364,11_165,club_crystal_palace,00_1,Morris
player_oliver_cooper_578,11_166,club_crystal_palace,00_1,Cooper
player_jude_mitchell_444,11_167,club_crystal_palace,00_1,Jude
player_isaac_james_338,11_168,club_crystal_palace,00_1,Isaac
player_ethan_wood_126,11_169,club_crystal_palace,00_1,Wood
player_aaron_murphy_966,11_170,club_crystal_palace,00_1,Aaron
player_jayden_lewis_411,11_171,club_crystal_palace,00_1,Lewis
player_jake_patel_565,11_172,club_crystal_palace,00_1,Patel
player_aaron_taylor_178,11_173,club_crystal_palace,00_1,Aaron
player_nicolas_martinez_982,11_174,club_crystal_palace,00_1,Martinez
player_nathan_baker_286,11_175,club_crystal_palace,00_1,Baker
player_nathan_robinson_317,11_176,club_crystal_palace,00_1,Robinson
player_joe_bell_566,11_177,club_crystal_palace,00_1,Bell
player_niklas_havertz_961,11_178,club_crystal_palace,00_1,Havertz
player_koke_carvajal_931,11_179,club_crystal_palace,00_1,Koke
player_joseph_baker_768,11_180,club_crystal_palace,00_1,Baker
player_paul_rabiot_280,11_181,club_everton,00_1,Rabiot
player_marcos_martinez_993,11_182,club_everton,00_1,Marcos
player_manuel_neuer_987,11_183,club_everton,00_1,Manuel
player_raphael_fofana_731,11_184,club_everton,00_1,Fofana
player_fabinho_jesus_928,11_185,club_everton,00_1,Jesus
player_jack_jackson_777,11_186,club_everton,00_1,Jackson
player_jayden_jones_213,11_187,club_everton,00_1,Jayden
player_joe_parker_147,11_188,club_everton,00_1,Parker
player_joe_hall_640,11_189,club_everton,00_1,Joe
player_isaac_ward_148,11_190,club_everton,00_1,Ward
player_archie_lewis_164,11_191,club_everton,00_1,Archie
player_benjamin_scott_868,11_192,club_everton,00_1,Benjamin
player_joshua_phillips_519,11_193,club_everton,00_1,Joshua
player_roberto_tavares_230,11_194,club_everton,00_1,Tavares
player_leandro_de paul_210,11_195,club_everton,00_1,De Paul
player_david_oyarzabal_119,11_196,club_everton,00_1,David
player_charlie_watson_753,11_197,club_everton,00_1,Watson
player_leon_kimmich_688,11_198,club_everton,00_1,Leon
player_lucas_patel_460,11_199,club_everton,00_1,Lucas
player_manuel_gundogan_305,11_200,club_everton,00_1,Manuel
player_teddy_thomas_369,11_201,club_everton,00_1,Thomas
player_rodrigo_dybala_666,11_202,club_everton,00_1,Rodrigo
player_antonio_gundogan_601,11_203,club_everton,00_1,Antonio
player_finley_scott_704,11_204,club_everton,00_1,Finley
player_noah_davis_319,11_205,club_everton,00_1,Noah
player_joe_clark_350,11_206,club_everton,00_1,Clark
player_ryan_bailey_914,11_207,club_everton,00_1,Ryan
player_jude_cook_805,11_208,club_everton,00_1,Cook
player_harrison_phillips_145,11_209,club_fulham,00_1,Harrison
player_ederson_silva_548,11_210,club_fulham,00_1,Silva
player_paulo_alvarez_480,11_211,club_fulham,00_1,Alvarez
player_jordi_rodriguez_522,11_212,club_fulham,00_1,Jordi
player_elliot_bailey_492,11_213,club_fulham,00_1,Bailey
player_thomas_phillips_959,11_214,club_fulham,00_1,Thomas
player_luke_edwards_547,11_215,club_fulham,00_1,Edwards
player_alexander_phillips_245,11_216,club_fulham,00_1,Phillips
player_ousmane_lloris_417,11_217,club_fulham,00_1,Lloris
player_lewis_robinson_772,11_218,club_fulham,00_1,Lewis
player_henry_griffiths_406,11_219,club_fulham,00_1,Griffiths
player_lucas_murphy_299,11_220,club_fulham,00_1,Murphy
player_jordi_ramos_647,11_221,club_fulham,00_1,Ramos
player_leon_werner_787,11_222,club_fulham,00_1,Werner
player_casemiro_becker_649,11_223,club_fulham,00_1,Becker
player_leon_king_693,11_224,club_fulham,00_1,King
player_matthew_phillips_126,11_225,club_fulham,00_1,Phillips
player_charlie_price_985,11_226,club_fulham,00_1,Charlie
player_jack_thompson_533,11_227,club_fulham,00_1,Jack
player_paulo_paredes_359,11_228,club_fulham,00_1,Paulo
player_vinicius_coutinho_266,11_229,club_fulham,00_1,Coutinho
player_samuel_brown_228,11_230,club_fulham,00_1,Brown
player_george_bell_935,11_231,club_fulham,00_1,Bell
player_archie_price_104,11_232,club_fulham,00_1,Archie
player_liam_harrison_364,11_233,club_fulham,00_1,Liam
player_james_scott_123,11_234,club_fulham,00_1,Scott
player_rodri_oyarzabal_195,11_235,club_fulham,00_1,Rodri
player_matthew_patel_603,11_236,club_fulham,00_1,Matthew
player_marquinhos_aoas_181,11_237,club_ipswich_town,00_1,Aoas
player_roberto_guimarães_122,11_238,club_ipswich_town,00_1,Guimarães
player_finley_davis_528,11_239,club_ipswich_town,00_1,Finley
player_jake_griffiths_512,11_240,club_ipswich_town,00_1,Jake
player_julian_kimmich_596,11_241,club_ipswich_town,00_1,Kimmich
player_giovani_lo celso_182,11_242,club_ipswich_town,00_1,Lo Celso
player_julian_ginter_744,11_243,club_ipswich_town,00_1,Julian
player_liam_thomas_305,11_244,club_ipswich_town,00_1,Thomas
player_rodri_resurrección_671,11_245,club_ipswich_town,00_1,Resurrección
player_callum_clark_803,11_246,club_ipswich_town,00_1,Clark
player_samuel_hill_960,11_247,club_ipswich_town,00_1,Hill
player_mason_baker_412,11_248,club_ipswich_town,00_1,Baker
player_joshua_ter stegen_387,11_249,club_ipswich_town,00_1,ter Stegen
player_mohammed_wilson_690,11_250,club_ipswich_town,00_1,Mohammed
player_ryan_taylor_466,11_251,club_ipswich_town,00_1,Taylor
player_adam_thompson_170,11_252,club_ipswich_town,00_1,Thompson
player_lautaro_alvarez_763,11_253,club_ipswich_town,00_1,Lautaro
player_jack_patel_233,11_254,club_ipswich_town,00_1,Patel
player_noah_wilson_314,11_255,club_ipswich_town,00_1,Wilson
player_elliot_jones_850,11_256,club_ipswich_town,00_1,Elliot
player_alexander_hill_238,11_257,club_ipswich_town,00_1,Hill
player_cesar_oyarzabal_331,11_258,club_ipswich_town,00_1,Oyarzabal
player_harrison_bell_665,11_259,club_ipswich_town,00_1,Bell
player_cesar_casillas_209,11_260,club_ipswich_town,00_1,Cesar
player_dylan_watson_528,11_261,club_ipswich_town,00_1,Watson
player_finley_davis_749,11_262,club_ipswich_town,00_1,Davis
player_oliver_williams_208,11_263,club_ipswich_town,00_1,Williams
player_finley_clarke_922,11_264,club_ipswich_town,00_1,Clarke
player_theo_johnson_228,11_265,club_leicester_city,00_1,Johnson
player_matthew_cooper_304,11_266,club_leicester_city,00_1,Cooper
player_connor_lee_930,11_267,club_leicester_city,00_1,Lee
player_angel_dybala_810,11_268,club_leicester_city,00_1,Dybala
player_ederson_jesus_364,11_269,club_leicester_city,00_1,Ederson
player_edward_taylor_756,11_270,club_leicester_city,00_1,Taylor
player_kyle_wilson_572,11_271,club_leicester_city,00_1,Wilson
player_arthur_roberts_460,11_272,club_leicester_city,00_1,Roberts
player_arthur_turner_119,11_273,club_leicester_city,00_1,Turner
player_antonio_kimmich_191,11_274,club_leicester_city,00_1,Kimmich
player_john_jones_501,11_275,club_leicester_city,00_1,Jones
player_alexander_jones_963,11_276,club_leicester_city,00_1,Jones
player_joshua_hill_467,11_277,club_leicester_city,00_1,Hill
player_max_ward_488,11_278,club_leicester_city,00_1,Ward
player_toby_watson_645,11_279,club_leicester_city,00_1,Watson
player_logan_moore_687,11_280,club_leicester_city,00_1,Moore
player_gerard_morata_319,11_281,club_leicester_city,00_1,Morata
player_leandro_di maria_255,11_282,club_leicester_city,00_1,Di Maria
player_william_griffiths_430,11_283,club_leicester_city,00_1,Griffiths
player_adrien_rabiot_322,11_284,club_leicester_city,00_1,Adrien
player_harrison_lee_432,11_285,club_leicester_city,00_1,Harrison
player_harrison_lewis_860,11_286,club_leicester_city,00_1,Lewis
player_samuel_allen_877,11_287,club_leicester_city,00_1,Allen
player_henry_johnson_243,11_288,club_leicester_city,00_1,Henry
player_lewis_evans_634,11_289,club_leicester_city,00_1,Lewis
player_jack_scott_747,11_290,club_leicester_city,00_1,Jack
player_leo_cooper_490,11_291,club_leicester_city,00_1,Cooper
player_louis_harris_521,11_292,club_leicester_city,00_1,Harris
player_alisson,11_293,club_liverpool,00_1,Alisson
player_caoimhin_kelleher,11_294,club_liverpool,00_1,Kelleher
player_virgil_van_dijk,11_295,club_liverpool,00_1,van Dijk
player_ibrahima_konate,11_296,club_liverpool,00_1,Konaté
player_joe_gomez,11_297,club_liverpool,00_1,Gomez
player_jarell_quansah,11_298,club_liverpool,00_1,Quansah
player_andy_robertson,11_299,club_liverpool,00_1,Robertson
player_kostas_tsimikas,11_300,club_liverpool,00_1,Tsimikas
player_trent_alexander_arnold,11_301,club_liverpool,00_1,Alexander-Arnold
player_conor_bradley,11_302,club_liverpool,00_1,Bradley
player_joel_matip,11_303,club_liverpool,00_1,Matip
player_stefan_bajcetic,11_304,club_liverpool,00_1,Bajcetic
player_dominik_szoboszlai,11_305,club_liverpool,00_1,Szoboszlai
player_alexis_mac_allister,11_306,club_liverpool,00_1,Mac Allister
player_wataru_endo,11_307,club_liverpool,00_1,Endo
player_ryan_gravenberch,11_308,club_liverpool,00_1,Gravenberch
player_harvey_elliott,11_309,club_liverpool,00_1,Elliott
player_thiago,11_310,club_liverpool,00_1,Thiago
player_fabio_carvalho,11_311,club_liverpool,00_1,Carvalho
player_mo_salah,11_312,club_liverpool,00_1,Salah
player_luis_diaz,11_313,club_liverpool,00_1,Luis Díaz
player_darwin_nunez,11_314,club_liverpool,00_1,Núñez
player_cody_gakpo,11_315,club_liverpool,00_1,Gakpo
player_diogo_jota,11_316,club_liverpool,00_1,Jota
player_ederson,11_317,club_manchester_city,00_1,Ederson
player_stefan_ortega,11_318,club_manchester_city,00_1,Ortega
player_scott_carson,11_319,club_manchester_city,00_1,Carson
player_ruben_dias,11_320,club_manchester_city,00_1,Rúben Dias
player_nathan_ake,11_321,club_manchester_city,00_1,Aké
player_manuel_akanji,11_322,club_manchester_city,00_1,Akanji
player_john_stones,11_323,club_manchester_city,00_1,Stones
player_josko_gvardiol,11_324,club_manchester_city,00_1,Gvardiol
player_rico_lewis,11_325,club_manchester_city,00_1,Rico Lewis
player_abdukodir_khusanov,11_326,club_manchester_city,00_1,Khusanov
player_vitor_reis,11_327,club_manchester_city,00_1,Vitor Reis
player_josh_wilson_esbrand,11_328,club_manchester_city,00_1,Wilson-Esbrand
player_issa_kabore,11_329,club_manchester_city,00_1,Kaboré
player_kyle_walker,11_330,club_manchester_city,00_1,Walker
player_juma_bah,11_331,club_manchester_city,00_1,Juma Bah
player_rodri,11_332,club_manchester_city,00_1,Rodri
player_kalvin_phillips,11_333,club_manchester_city,00_1,Phillips
player_maximo_perrone,11_334,club_manchester_city,00_1,Perrone
player_nico_gonzalez,11_335,club_manchester_city,00_1,Nico González
player_matheus_nunes,11_336,club_manchester_city,00_1,Matheus Nunes
player_mateo_kovacic,11_337,club_manchester_city,00_1,Kovacic
player_ilkay_gundogan,11_338,club_manchester_city,00_1,Gündoğan
player_bernardo_silva,11_339,club_manchester_city,00_1,Bernardo Silva
player_claudio_echeverri,11_340,club_manchester_city,00_1,Echeverri
player_james_mcatee,11_341,club_manchester_city,00_1,McAtee
player_nico_oreilly,11_342,club_manchester_city,00_1,O'Reilly
player_tijjani_reijnders,11_343,club_manchester_city,00_1,Reijnders
player_morgan_gibbs_white,11_344,club_manchester_city,00_1,Gibbs-White
player_kevin_de_bruyne,11_345,club_manchester_city,00_1,De Bruyne
player_jeremy_doku,11_346,club_manchester_city,00_1,Doku
player_jack_grealish,11_347,club_manchester_city,00_1,Grealish
player_phil_foden,11_348,club_manchester_city,00_1,Foden
player_savinho,11_349,club_manchester_city,00_1,Savinho
player_oscar_bobb,11_350,club_manchester_city,00_1,Bobb
player_erling_haaland,11_351,club_manchester_city,00_1,Haaland
player_omar_marmoush,11_352,club_manchester_city,00_1,Marmoush
player_andre_onana,11_353,club_man_utd,00_1,Onana
player_diogo_dalot,11_354,club_man_utd,00_1,Dalot
player_lisandro_martinez,11_355,club_man_utd,00_1,Lisandro Martínez
player_harry_maguire,11_356,club_man_utd,00_1,Maguire
player_luke_shaw,11_357,club_man_utd,00_1,Luke Shaw
player_casemiro,11_358,club_man_utd,00_1,Casemiro
player_kobbie_mainoo,11_359,club_man_utd,00_1,Mainoo
player_bruno_fernandes,11_360,club_man_utd,00_1,Bruno Fernandes
player_mason_mount,11_361,club_man_utd,00_1,Mount
player_alejandro_garnacho,11_362,club_man_utd,00_1,Garnacho
player_rasmus_hojlund,11_363,club_man_utd,00_1,H�jlund
player_christian_eriksen,11_364,club_man_utd,00_1,Eriksen
player_victor_lindelof,11_365,club_man_utd,00_1,Lindel�f
player_amad_diallo,11_366,club_man_utd,00_1,Amad Diallo
player_antony,11_367,club_man_utd,00_1,Antony
player_altay_bayindir,11_368,club_man_utd,00_1,Bayindir
player_nick_pope,11_369,club_newcastle_united,00_1,Nick Pope
player_kieran_trippier,11_370,club_newcastle_united,00_1,Trippier
player_sven_botman,11_371,club_newcastle_united,00_1,Botman
player_fabian_schar,11_372,club_newcastle_united,00_1,Fabian Sch�r
player_dan_burn,11_373,club_newcastle_united,00_1,Dan Burn
player_tino_livramento,11_374,club_newcastle_united,00_1,Tino Livramento
player_lewis_hall,11_375,club_newcastle_united,00_1,Lewis Hall
player_bruno_guimaraes,11_376,club_newcastle_united,00_1,Bruno Guimar�es
player_joelinton,11_377,club_newcastle_united,00_1,Joelinton
player_sean_longstaff,11_378,club_newcastle_united,00_1,Sean Longstaff
player_sandro_tonali,11_379,club_newcastle_united,00_1,Tonali
player_anthony_gordon,11_380,club_newcastle_united,00_1,Anthony Gordon
player_harvey_barnes,11_381,club_newcastle_united,00_1,Harvey Barnes
player_alexander_isak,11_382,club_newcastle_united,00_1,Isak
player_callum_wilson,11_383,club_newcastle_united,00_1,Callum Wilson
player_lloyd_kelly,11_384,club_newcastle_united,00_1,Lloyd Kelly
player_matz_sels,11_385,club_nottm_forest,00_1,Sels
player_carlos_miguel,11_386,club_nottm_forest,00_1,Carlos Miguel
player_murillo,11_387,club_nottm_forest,00_1,Murillo
player_nikola_milenkovic,11_388,club_nottm_forest,00_1,Milenkovic
player_morato,11_389,club_nottm_forest,00_1,Morato
player_neco_williams,11_390,club_nottm_forest,00_1,Neco Williams
player_ola_aina,11_391,club_nottm_forest,00_1,Aina
player_harry_toffolo,11_392,club_nottm_forest,00_1,Toffolo
player_ibrahim_sangare,11_393,club_nottm_forest,00_1,Sangaré
player_danilo,11_394,club_nottm_forest,00_1,Danilo
player_morgan_gibbs_white_1,11_395,club_nottm_forest,00_1,Gibbs-White
player_nicolas_dominguez,11_396,club_nottm_forest,00_1,Domínguez
player_ryan_yates,11_397,club_nottm_forest,00_1,Yates
player_elliot_anderson,11_398,club_nottm_forest,00_1,Anderson
player_callum_hudson_odoi,11_399,club_nottm_forest,00_1,Hudson-Odoi
player_anthony_elanga,11_400,club_nottm_forest,00_1,Elanga
player_jota_silva,11_401,club_nottm_forest,00_1,Jota Silva
player_taiwo_awoniyi,11_402,club_nottm_forest,00_1,Awoniyi
player_chris_wood,11_403,club_nottm_forest,00_1,Wood
player_ramon_sosa,11_404,club_nottm_forest,00_1,Sosa
player_zach_abbott,11_405,club_nottm_forest,00_1,Abbott
player_joel_ndala,11_406,club_nottm_forest,00_1,Ndala
player_joe_gardner,11_407,club_nottm_forest,00_1,Gardner
player_sam_collins,11_408,club_nottm_forest,00_1,Collins
player_detlef_esapa_osong,11_409,club_nottm_forest,00_1,Osong
player_david_modupe,11_410,club_nottm_forest,00_1,Modupe
player_kyle_mcadam,11_411,club_nottm_forest,00_1,McAdam
player_benjamin_perry,11_412,club_nottm_forest,00_1,Perry
player_jamie_mcdonnell,11_413,club_nottm_forest,00_1,McDonnell
player_william_brook,11_414,club_nottm_forest,00_1,Brook
player_jayden_ward_732,11_415,club_southampton,00_1,Ward
player_oliver_lewis_901,11_416,club_southampton,00_1,Oliver
player_joe_taylor_813,11_417,club_southampton,00_1,Joe
player_charlie_wood_535,11_418,club_southampton,00_1,Wood
player_tyler_hall_134,11_419,club_southampton,00_1,Tyler
player_aaron_roberts_757,11_420,club_southampton,00_1,Roberts
player_pedro_asensio_995,11_421,club_southampton,00_1,Pedro
player_matthew_morgan_626,11_422,club_southampton,00_1,Morgan
player_harry_cooper_977,11_423,club_southampton,00_1,Cooper
player_richarlison_coutinho_940,11_424,club_southampton,00_1,Richarlison
player_joshua_davis_664,11_425,club_southampton,00_1,Joshua
player_olivier_mbappe_647,11_426,club_southampton,00_1,Mbappe
player_ilkay_goretzka_818,11_427,club_southampton,00_1,Ilkay
player_archie_griffiths_623,11_428,club_southampton,00_1,Griffiths
player_pedro_oyarzabal_579,11_429,club_southampton,00_1,Oyarzabal
player_jake_morris_777,11_430,club_southampton,00_1,Jake
player_harry_davies_796,11_431,club_southampton,00_1,Harry
player_louis_turner_601,11_432,club_southampton,00_1,Turner
player_connor_price_387,11_433,club_southampton,00_1,Price
player_olivier_varane_817,11_434,club_southampton,00_1,Varane
player_toby_edwards_791,11_435,club_southampton,00_1,Toby
player_mason_williams_317,11_436,club_southampton,00_1,Williams
player_arthur_brown_283,11_437,club_southampton,00_1,Brown
player_alvaro_morata_309,11_438,club_southampton,00_1,Morata
player_pedro_rodriguez_716,11_439,club_southampton,00_1,Rodriguez
player_elliot_edwards_443,11_440,club_southampton,00_1,Edwards
player_joshua_ginter_881,11_441,club_southampton,00_1,Joshua
player_thomas_robinson_760,11_442,club_southampton,00_1,Robinson
player_guglielmo_vicario,11_443,club_tottenham,00_1,Vicario
player_cristian_romero,11_444,club_tottenham,00_1,Romero
player_micky_van_de_ven,11_445,club_tottenham,00_1,Van de Ven
